Gene,TCGA-AB-2805-03A-01T,TCGA-AB-2811-03B-01T,TCGA-AB-2812-03A-01T,TCGA-AB-2816-03A-01T,TCGA-AB-2818-03A-01T,TCGA-AB-2824-03A-01T,TCGA-AB-2825-03A-01T,TCGA-AB-2826-03A-01T,TCGA-AB-2833-03A-01T,TCGA-AB-2835-03A-01T,TCGA-AB-2836-03A-01T,TCGA-AB-2837-03A-01T,TCGA-AB-2839-03A-01T,TCGA-AB-2845-03B-01T,TCGA-AB-2848-03A-01T,TCGA-AB-2851-03A-01T,TCGA-AB-2853-03A-01T,TCGA-AB-2866-03A-01T,TCGA-AB-2867-03A-01T,TCGA-AB-2869-03A-01T,TCGA-AB-2871-03A-01T,TCGA-AB-2873-03A-01T,TCGA-AB-2877-03A-01T,TCGA-AB-2879-03A-01T,TCGA-AB-2880-03A-01T,TCGA-AB-2884-03A-01T,TCGA-AB-2900-03A-01T,TCGA-AB-2903-03A-01T,TCGA-AB-2909-03A-01T,TCGA-AB-2919-03A-01T,TCGA-AB-2921-03A-01T,TCGA-AB-2924-03A-01T,TCGA-AB-2925-03A-01T,TCGA-AB-2927-03A-01T,TCGA-AB-2931-03A-01T,TCGA-AB-2932-03A-01T,TCGA-AB-2934-03A-01T,TCGA-AB-2936-03A-01T,TCGA-AB-2938-03A-01T,TCGA-AB-2948-03A-01T,TCGA-AB-2955-03A-01T,TCGA-AB-2963-03A-01T,TCGA-AB-2964-03A-01T,TCGA-AB-2965-03A-01T,TCGA-AB-2966-03A-01T,TCGA-AB-2967-03A-01T,TCGA-AB-2969-03A-01T,TCGA-AB-2970-03A-01T,TCGA-AB-2971-03A-01T,TCGA-AB-2972-03A-01T,TCGA-AB-2973-03A-01T,TCGA-AB-2975-03A-01T,TCGA-AB-2976-03A-01T,TCGA-AB-2977-03A-01T,TCGA-AB-2978-03A-01T,TCGA-AB-2979-03A-01T,TCGA-AB-2981-03C-01T,TCGA-AB-2983-03A-01T,TCGA-AB-2984-03A-01T,TCGA-AB-2986-03A-01T,TCGA-AB-2987-03A-01T,TCGA-AB-2988-03C-01T,TCGA-AB-2990-03B-01T,TCGA-AB-2992-03A-01T,TCGA-AB-2993-03A-01T,TCGA-AB-2995-03A-01T,TCGA-AB-2996-03A-01T,TCGA-AB-3000-03A-01T,TCGA-AB-3002-03A-01T,TCGA-AB-3006-03A-01T,TCGA-AB-3008-03A-01T,TCGA-AB-3009-03A-01T,TCGA-AB-3011-03A-01T
hsa-mir-548i-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-548i-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-548j,1.831983,1.318868,0,1.691612,0.629677,1.611424,0.662307,2.999422,1.822149,0,2.257445,0.647103,0,1.586585,1.059535,2.024087,1.242725,0,3.57459,6.373649,0,1.261729,0,0,0,0.728123,0,1.040907,0,1.161295,0,0,6.249756,1.765616,2.230138,0.833067,4.7206,3.576615,3.416368,2.109495,1.264342,2.909822,1.209806,2.455673,0.939496,6.334152,1.046249,0,0.600306,1.119109,1.656219,2.089493,0.67615,1.817275,0,1.977633,1.040523,2.695174,2.649351,2.033153,1.979432,1.318882,0,0,0,1.84137,3.170758,0,1.270238,2.723237,0,0,2.333406
hsa-mir-548k,0,0,3.469036,0,0.629677,0,0,0,2.733224,0,1.504963,0.647103,0,0,0.529768,0,0,1.052376,1.429836,1.593412,0,0,2.406038,0,0,0,0,0,1.086929,1.161295,0,0.747116,0,0.882808,0,0.416533,0,0,0.854092,0.703165,1.264342,0,1.209806,0,0,0,0,1.635042,0,0,0,0,0.67615,0.908637,0.881606,0,1.560784,0,1.987013,0,0,0,1.059292,0,0,0,1.585379,0,0,0,0,0,1.555604
hsa-mir-548l,0,0,0,0,1.259354,0,0.662307,0,0,0.843575,0,0,0,0,0,0,0,0,0,0,2.424713,0,1.203019,0,0,0,0,0,0.543465,0,1.072061,0,0,0,2.230138,0,0,1.192205,0,0,1.896514,0,0,0,0,2.111384,0,0,0,1.119109,0,0,0.67615,0,0.881606,0,0,0,0,0,0.989716,1.318882,0.529646,1.404483,0,0,1.585379,0,0,0,0,1.118776,0.777802
hsa-mir-548m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-548n,0,0,1.734518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-548o,4.579958,4.616038,3.469036,0,0,1.611424,1.324614,1.199769,7.288597,1.68715,3.009927,0.647103,2.631326,0.793293,2.119071,2.024087,1.242725,3.157127,5.719343,3.186824,2.424713,0.630865,0,0.551305,0,2.18437,0,0,1.630394,2.322589,0,0,1.562439,0,0.743379,1.666134,2.3603,2.38441,0,3.515826,0,0.969941,1.209806,3.274231,0.939496,0,1.046249,0,1.200611,3.357327,1.656219,0.696498,3.380752,0,3.526423,3.955266,3.641829,1.347587,1.324675,0,2.969148,2.637764,2.118583,1.404483,3.205976,0,1.585379,3.401488,5.080952,0,1.248341,3.356328,1.555604
hsa-mir-548p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270238,0,0,0,0
hsa-mir-550-1,10.9919,29.67453,67.646207,15.224511,31.483846,56.399852,39.738415,71.986121,12.755044,12.653626,21.821969,27.825412,51.310861,29.351824,21.190706,20.240866,33.553586,27.361768,57.193432,43.022129,36.37069,20.18767,43.308687,56.784414,49.688265,29.85305,34.330175,38.513544,23.912446,160.839291,91.12516,41.091387,29.68634,25.601435,89.948915,49.984005,23.602998,38.150556,10.249104,82.270323,34.137244,45.587207,49.602034,30.286634,24.896655,19.002456,49.173724,50.686309,15.007642,77.218522,14.905968,32.73539,23.665262,21.807298,20.27693,1.977633,9.884965,20.213808,98.688307,6.099458,7.917727,13.188819,51.375649,60.392749,22.441832,47.875612,30.122201,39.684024,38.107142,78.973884,16.228436,2.237552,51.334942
hsa-mir-550-2,9.159917,48.798116,97.133015,20.299348,29.594815,20.948517,15.895366,61.188203,5.466447,10.1229,19.564524,9.059436,51.310861,18.245729,12.714423,16.192693,21.126332,25.257016,67.202283,39.835305,26.671839,14.509888,55.338878,49.617449,20.111917,24.756188,11.034699,47.881703,14.673546,85.355147,34.305943,36.60869,14.061951,20.304586,48.319665,25.408536,18.882398,26.228508,4.27046,46.4089,36.033758,46.557147,38.713783,16.371154,20.199173,33.782143,27.202486,49.051267,11.405808,70.503868,13.249749,35.521381,20.284511,27.259122,18.513719,7.910532,9.364704,24.25657,101.337657,22.364678,1.979432,23.739874,51.375649,56.179302,24.04482,16.572327,28.536822,18.141268,22.864285,62.63446,6.241706,2.237552,33.445492
hsa-mir-551a,22.899791,19.78302,74.584279,8.458062,13.852892,16.114244,0.662307,13.79734,13.666119,0,7.524817,1.941308,52.626524,44.424383,2.119071,3.03613,50.951741,13.680884,25.737045,12.747298,23.03477,5.677782,40.902649,26.46264,24.844133,8.009355,17.165088,11.970426,11.412758,22.064596,39.666246,20.919252,20.311707,8.828081,17.097728,4.581867,14.161799,3.576615,7.686828,18.985459,17.068622,53.346731,41.133394,13.915481,67.173995,23.225223,1.046249,39.241013,10.805502,39.168815,13.249749,31.342395,37.188269,31.80231,51.133128,27.686862,0.520261,61.989012,58.948049,58.961425,2.969148,14.507701,16.948668,25.280686,28.853783,25.779176,31.70758,34.014878,92.727379,51.74151,22.470143,38.038383,18.667252
hsa-mir-551b,107.171024,7.913208,1.734518,1.691612,1.889031,6.445697,0,1.799653,9.110746,2.530725,2.257445,0.647103,2.631326,14.279266,1.589303,3.03613,0,0,4.289507,1.593412,20.610058,3.154323,3.609057,2.20522,2.366108,4.368739,1.226078,5.204533,92.932459,6.967767,12.864728,0,1.562439,210.108329,1.486759,6.248001,23.602998,470.920931,22.206393,8.437982,139.709833,4.849703,102.833486,9.822692,66.704247,8.445536,1.046249,96.467491,1.800917,10.071981,1.656219,45.968846,5.409203,1.817275,45.843494,1.977633,0,48.51314,3.311688,2.033153,0.989716,9.232173,0.529646,1.404483,1.602988,116.00629,11.097653,6.802976,13.972619,34.040467,63.665405,1.118776,0
hsa-mir-552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743379,0,1.18015,0,0,0.703165,0,0,0,0,0.469748,0,0,0,0,0,0,0.696498,0,0,3.526423,0,0,0,0,0,0,0,0,1.404483,0,0,0,0,0,0,0,2.237552,0
hsa-mir-553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-555,0,0,1.734518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.977633,0,0,0,0,0,0,0.529646,0,0,0,0,0,0,0,0,0,0
hsa-mir-556,2.747975,1.978302,0,0,1.889031,0,0,0.599884,0,0,0,0,1.315663,0.793293,0,1.012043,0,0,1.429836,0,6.061782,1.261729,0,1.10261,0,3.640616,0,0.520453,0.543465,0,0,0,1.562439,2.648424,0,0.416533,0,2.38441,3.416368,1.40633,0,0,0,0.818558,0,4.222768,1.046249,0,0,1.119109,0,0,1.352301,0,0,0,0.520261,0,0,0,0,0,2.118583,0,0,1.84137,3.170758,0,0,0,0,1.118776,0.777802
hsa-mir-557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.209806,0,0.469748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.040907,0,0,0,0,0,0,0.743379,0,0,0,1.708184,0,0,0,0,0,0,0,0,0,0.600306,0,0,0.696498,0,0,0,0,0,0,1.987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-564,0,0,0,0,0,0,0,0.599884,0.911075,0,0,0,0,0.793293,0,0,0,0,0,0,0,0,1.203019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469748,0,1.046249,0,0,0,0,0,0,0.908637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-570,3.663967,4.616038,3.469036,1.691612,1.259354,1.611424,2.649228,5.398959,0,0.843575,0.752482,0.647103,2.631326,3.17317,1.589303,1.012043,0,1.052376,4.289507,1.593412,1.212356,1.892594,3.609057,0.551305,4.732216,1.456246,0,0.520453,1.086929,12.77424,2.144121,0.747116,1.562439,1.765616,0,9.996801,3.54045,2.38441,1.708184,4.922156,0,0,1.209806,0.818558,3.757986,0,0,1.635042,0.600306,4.476436,3.312437,3.482488,0.67615,4.543187,1.763211,3.955266,0,9.43311,4.636363,4.066305,0,1.318882,3.177875,4.213448,3.205976,5.524109,1.585379,4.535317,0,4.084856,3.745024,3.356328,0.777802
hsa-mir-571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-572,0,0,0,3.383225,0,0,0,0,0,0,0,0.647103,0,0,0,0,0,0,0.714918,0,0,0,0,0,0,0,0,0,0,0,0,0.747116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.656219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.248341,0,0
hsa-mir-573,0.915992,0,0,0,0.629677,0,0.662307,0.599884,0.911075,0,0,0,0,0,0,0,0,2.104751,0,1.593412,1.212356,0,0,0,1.183054,0.728123,0,0,0.543465,0,0,0,1.562439,0,0.743379,0,0,0,0,0.703165,0.632171,0,0,0,0.469748,0,0,1.635042,0,0,0,1.392995,0,0.908637,0.881606,0,0,0,0,0,0,1.318882,0,0,0,0,1.585379,1.133829,0,1.361619,0,1.118776,0
hsa-mir-574,190.526265,77.813211,29.486808,86.272228,59.819308,165.976708,229.820502,153.570392,476.491998,99.541854,81.268022,113.242955,67.098818,73.776207,19.601403,39.469689,54.679917,208.370386,62.912776,35.055068,37.583046,144.468011,18.045286,22.0522,215.315816,63.346716,137.320701,44.23853,87.497813,24.967832,46.09861,107.584723,109.370728,248.069078,53.523321,202.435221,194.72473,91.799776,245.978508,241.185649,20.229478,67.89584,61.700092,87.585672,28.654641,84.455358,131.827432,152.058927,70.83607,35.811488,67.904966,104.474649,26.369864,45.431871,190.426821,59.328989,55.667961,140.14907,20.532466,36.596747,228.624364,17.145465,29.660169,40.729994,49.692627,331.446543,355.124896,53.289976,88.916665,103.483021,38.698579,13.425312,31.889888
hsa-mir-575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-576,42.135616,32.312266,31.221326,32.140634,32.113523,45.119882,43.712257,39.592367,61.041996,45.553052,34.614157,32.35513,36.838567,46.804261,31.786059,14.168606,53.437192,51.566409,65.057529,65.3299,43.644828,29.65064,58.947936,47.412229,91.095153,50.240499,36.782331,47.881703,62.498438,79.548674,33.233882,41.091387,32.811218,51.20287,107.790022,41.236804,54.286894,94.184186,28.185037,35.861423,56.263236,58.196434,43.553006,27.012404,101.465614,19.002456,42.896228,42.511098,34.817729,27.977725,13.249749,39.700367,39.21672,13.629561,17.632113,13.843431,28.614372,24.25657,62.922075,18.298373,40.57835,42.204221,33.897336,28.089651,43.280675,25.779176,55.488265,75.966561,41.917856,73.527409,82.390524,53.701247,62.224172
hsa-mir-577,0,7.253774,19.079699,5.074837,3.778062,32.228487,2.649228,51.590053,20.954715,16.871501,8.277299,5.823923,2.631326,1.586585,1.589303,35.421516,11.184529,5.261878,4.289507,1.593412,31.521265,7.570376,1.203019,4.41044,2.366108,20.387449,2.452155,5.724986,1.630394,5.225825,32.161821,8.218277,18.749268,12.359313,6.690415,15.411735,5.900749,21.459688,19.644117,5.625321,5.689541,15.519049,8.46864,16.371154,15.031943,103.457813,3.138748,4.905127,4.802445,191.367641,1.656219,2.089493,6.761504,0.908637,8.816057,0,1.040523,9.43311,1.324675,32.530441,40.57835,6.59441,12.711501,7.022413,28.853783,7.365479,4.756137,4.535317,10.161905,14.977806,9.98673,33.563279,3.111209
hsa-mir-578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-579,2.747975,2.637736,8.672591,8.458062,2.518708,9.668546,2.649228,2.399537,6.377522,5.06145,6.019853,2.58841,3.946989,5.553048,3.708374,2.024087,1.242725,5.261878,4.289507,3.186824,1.212356,5.046917,4.812076,1.653915,2.366108,5.824985,6.130388,2.081813,2.717323,4.645178,6.432364,8.965394,4.687317,6.179657,5.203656,11.662935,9.441199,5.961024,2.562276,5.625321,5.05737,5.819643,3.629417,2.455673,2.348741,8.445536,6.277497,0,2.401223,4.476436,3.312437,1.392995,6.085353,0,4.408028,1.977633,2.601307,4.042762,3.311688,0,0.989716,2.637764,4.766813,9.831378,6.411952,0,3.170758,3.401488,7.621428,2.723237,2.496683,2.237552,3.889011
hsa-mir-580,1.831983,0.659434,0,0,3.148385,3.222849,1.986921,2.399537,2.733224,2.530725,1.504963,0,0,4.759755,1.059535,1.012043,2.485451,1.052376,4.289507,1.593412,2.424713,1.892594,7.218115,1.653915,3.549162,2.18437,0,0.520453,2.717323,1.161295,2.144121,1.494232,0,0.882808,2.230138,2.4992,1.18015,2.38441,0.854092,6.328486,3.793027,0.969941,0,0.818558,2.818489,0,1.046249,0,1.200611,2.238218,3.312437,0.696498,4.056902,0.908637,0.881606,0,4.162091,1.347587,1.987013,0,0.989716,1.318882,4.766813,1.404483,0,0,1.585379,2.267659,5.080952,0,6.241706,2.237552,1.555604
hsa-mir-581,0.915992,0.659434,0,3.383225,1.259354,1.611424,4.636148,2.999422,0.911075,0.843575,0.752482,0.647103,0,1.586585,0,0,0,0,1.429836,3.186824,0,1.892594,1.203019,0.551305,0,2.912493,1.226078,0.520453,1.086929,2.322589,0,1.494232,0,1.765616,1.486759,4.165334,2.3603,1.192205,3.416368,3.515826,0.632171,0.969941,1.209806,4.092788,0.939496,0,3.138748,0,1.200611,1.119109,0,2.089493,0.67615,0,0,0,1.040523,0,1.987013,4.066305,4.948579,0,0,1.404483,4.808964,1.84137,3.170758,0,2.540476,0,2.496683,1.118776,2.333406
hsa-mir-582,270.217539,8741.457033,405.877241,1297.466641,5453.631851,1190.842598,1479.593661,2078.599246,157.6159,3019.155058,2096.413973,1353.091533,1090.684711,1788.081414,1005.498988,1537.293796,726.994357,2820.366837,1386.940738,267.693249,158.81868,5421.020159,114.286814,56.233109,880.192128,2942.345751,2453.381461,157.697348,71.193872,136.452106,2164.490562,2858.46632,8346.548963,213.639562,1393.093113,7650.051983,611.317637,737.974825,440.711493,10616.38755,100.51522,3863.273297,262.527841,2312.42546,57.309282,4524.695802,7457.666131,766.834804,840.427946,342.447357,3643.681112,178.999899,698.463313,526.101064,3239.900766,85.038218,1188.276848,1361.063085,54.974023,378.166381,1261.887725,196.513404,2664.648363,879.206074,381.511137,274.364083,1295.254644,570.316123,938.705932,104.844639,137.317539,368.077294,168.783066
hsa-mir-583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-584,3336.957607,472.814174,640.037188,888.096463,471.628017,385.130421,210.613601,150.57097,1065.957243,172.932883,300.992674,253.017116,1251.195609,139.619489,65.16142,281.348042,965.597633,679.834693,1036.630964,497.144605,814.703458,176.011245,85.414356,146.647128,405.7875,452.892615,750.359547,132.195137,1840.714852,80.129322,1085.997494,624.589086,239.053162,762.746204,1531.361693,151.201615,1150.646132,1219.6256,453.522873,446.509875,654.297184,397.675634,1324.73726,315.144709,343.855693,152.019644,206.111143,465.987034,139.270917,652.440553,129.185058,1511.399925,353.626634,1367.499312,1236.011122,490.452977,131.626113,3100.798176,808.714244,780.730593,125.693915,676.586417,109.636695,1120.777072,219.609352,526.63173,336.100348,188.215659,2024.75948,792.462079,198.486261,394.927917,159.449441
hsa-mir-585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-586,0,0,0,0,0,0,0,0.599884,0,0,0,0,0,0,0.529768,0,1.242725,0,0,0,0,0,0,0,0,0,0,0,0.543465,0,0,0,0,0,0,0,0,0,0.854092,0.703165,0,0,0,0,0.469748,2.111384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270238,0,0,0,0
hsa-mir-587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-588,0.915992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052376,0,0,0,0,1.203019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818558,0,0,0,0,0,0,0,1.392995,0.67615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-589,309.60518,194.533028,241.098019,199.610253,155.530201,257.827897,220.548205,235.154662,390.850989,141.720606,93.307729,184.42424,201.296454,225.295085,62.512582,148.770367,177.709732,309.398452,278.817983,132.253212,224.285922,191.782861,143.159273,90.965324,256.722704,224.261938,118.929536,94.202046,66.846155,156.194113,83.620735,134.480904,242.17804,160.671075,96.63933,139.955214,175.842332,158.56325,131.530174,319.940147,188.387015,112.513106,252.849395,193.179614,205.27997,137.239957,242.729874,250.16146,103.252576,227.179129,154.028338,125.369579,181.208294,89.046467,167.505074,116.680345,119.660103,257.389158,128.4935,168.751665,260.295272,171.454648,142.474739,191.009626,112.209158,184.136968,215.611544,121.319732,201.967853,273.685357,107.357349,140.965772,107.336697
hsa-mir-590,130.986807,175.409443,95.398497,57.514819,126.565062,186.925225,129.812157,215.958363,189.50351,167.871432,96.317656,69.887081,68.414481,272.892638,80.524682,104.240461,100.660757,138.91359,210.900782,116.31909,128.509772,101.569213,163.610597,120.735794,304.044861,125.237186,138.546779,36.952184,142.931209,380.904602,394.518339,132.986671,218.741455,247.18627,246.801982,364.883237,75.529592,144.256791,126.405622,394.475653,138.445491,164.889897,67.74912,84.311442,138.575723,154.131028,167.399913,207.650363,106.85441,153.317934,132.497495,105.171147,127.116266,83.594642,108.437495,39.552659,35.898031,167.100814,172.870121,42.696204,33.650339,55.39304,95.336256,139.043772,38.471711,58.92383,52.317507,216.561391,245.155947,157.947768,204.727968,192.429467,116.670322
hsa-mir-591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.977633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743379,0.833067,0,0,1.708184,0,0,0,0,0,1.878993,2.111384,0,0,0,0,0,0.696498,0,0,1.763211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
